index,merchant_id,averagediscount
141,5c73a50ba0e25714e7f2bf90,-14
142,597767f6171974220c25560a,-17
143,5810bc6d61e38656e04e8ba2,-17
144,583547f417dc6224cb464117,-7
145,569f632ed5f0840dda331a97,25
146,57baf75f63834218e305e4f4,-12
147,59c86bce67e9be6f9da5cb03,65
148,556d0dc2c00cd721cce30dd1,-5
149,584bcf7bfef409603f39b619,8
150,566eaa533a698c6442549a74,38
151,565c13ad389b9b2df29caa32,33
152,5667f9745eec70268023940b,4
153,58cfdefdacb37b556efdff7c,7
154,5832e5632f5e534c23488f06,20
155,55542b4b662da7114d591723,1
156,5829d1ca96db262f04db2063,70
157,5831ae002f5e534c0a485f06,31
158,53994751796f684b7f2193b5,41
159,57086fd7fa6bee434d0e5852,81
160,5954b765abea9167c0495382,-16
161,58481b8e728de666bd5b925f,88
162,57c306d73a698c06f98ed450,65
163,57fde031235aaa1926afe803,51
164,55cc46e9b4f3404582b70222,47
165,5667c747eb4b140fe963ba77,46
166,5b24b6bdd1c3601ba899f0c0,-9
167,5d4b891183889735374d3c88,86
168,582872761004352e57ee38a1,36
169,5b14bc7ddaac4575492a01c5,45
170,59a2e74a8696be0eeb7a7ba9,-14
171,5d3d59c772b0c92f4d1ea32d,57
172,582d5286168b54404ec5ecf2,8
173,591ed674fc9cce0fcd7ff354,-18
174,5b8beef49996c87b299cdbec,-10
175,5833f721e18c0f15d659a8ed,-14
176,5b629265299c7e3db17cf86d,-15
177,58579043e950f24d94f612dc,39
178,57e90050b97437131f78c7d7,78
179,584a9e7421390e4cb68dec18,-14
180,5620c3b23a698c4bc7d17e8c,-9
181,58061170aa46c6195c12950b,12
182,5847df29728de666ef5b853b,0
183,56669d89eb4b14361d45090f,78
184,58da4490933abf52ad547200,94
185,578ed3e53a698c2b54ac93f4,-10
186,55cc3e5f845591103477a2f8,34
187,570ceafac277d445e3cbebe5,-14
188,5b6bb9c8dd0d902d18928318,19
189,5556c60071e86d19fe7590d4,15
190,5a9cfdb4ccf0c85918542fdd,-16
191,565973368f5f027e14060846,82
192,5730557ae3daeb5b35ee1f0b,25
193,573d951ad57895595f6d5854,-14
194,567a54fe7071ec7e12a1494e,-12
195,5b52ea49b56d05463d973207,64
196,5448701f90c77609a237f99f,8
197,5780c6b2e8aa893157a3286f,-16
198,5939085087117919c6f12a77,5
199,58c28c4cae99c651278d7e6e,-10
200,591c47e34d43573c91966c72,75
201,5937930e188f3d1bd209896d,9
202,57fcc26f1c813a50b2a86956,96
203,5acdb384ccf0c86f34c5d539,-16
204,5addba5481260b1ddfffe5a3,57
205,56c3c5d830d9795c3bad3124,-18
206,59b88527b77173631729908e,0
207,56e6928521790d587623b3b4,0
208,57973560cb38dd77d126e9f1,32
209,5acc6cc0c3911a32ad141f60,23
210,5961d4e6905fdb5a6f505cd3,-14
211,59dc769133a48743534ac5c7,0
212,586dff6c16e4106b5e5feb58,93
213,5ae5c3cb4215954239aff8b9,40
214,57d904168172661fe3b3256a,85
215,58ffff331a1cef16a78c78f4,85
216,598040ea0ec30f7f43a3cc35,-12
217,56e628924bd2915857b4ffdf,-16
218,56f0f2bdc3c3715871ade946,68
219,5d52278327752b029793c927,12
220,5b43232f86152a07d4ffc58c,28
221,5b8a5636af279f1699366496,-5
222,551c02310570552bbd036dbb,28
223,5ad31267ea8764621df718c0,81
224,58b81d56e3f66d59b36812ac,-16
225,53ad2f5a46188e43c8b6bef6,85
226,591a999d1a071f7e40e984a4,-14
227,56e7bdeefdc43f585fce9122,-18
228,53f2db3c104dae6bcae0c271,0
229,5577b101429aa92940bc33e7,0
230,596c927e94158579f28517e3,83
231,5b2604207b94e16c00375350,0
232,59797d8e439a9870104928a1,48
233,565537c7a9a8a4572be0bef5,-13
234,5bd0a13aa8f4bb2739445be4,-13
235,58a6971e0e16e97a6636a1b8,7
236,57713183bd6b18740117229d,9
237,585037af728de662411bd39a,-4
238,5bde9444a53011739fbde291,-5
239,5646e6e72a6bdb446aaf6cc8,-10
240,58d20e95c7b73b52c9670c22,17
241,56c55a76cce1893c1b8a1716,38
242,5b658cbebc3b221445ba1440,96
243,58dceeb2a6d6757401114dfd,-12
244,599bf53b21064f19ffffc891,30
245,57fc688ffcd3bb1955cb6f31,74
246,58a6b5d975b8da57c954c719,-4
247,5495976a40b3782bc8b3654a,5
248,5ae296b6cd968d66be12d247,27
249,587f85cbb8038f4cb049c56c,43
250,5ae3d438c1d5187ae0dcea90,36
251,571b38e66c39b141b1ad43e1,-3
252,58311e2257e86a1b8863f74c,36
253,58a99ceca65ebc504a6ebf1e,37
254,58b92804935861529969e778,-11
255,5d464f4a56a26046dd1bb8a4,-9
256,5d49403060c79c113a908720,-15
257,583e34bb0299bc7904a92edf,-12
258,5860cf7b0929fc4d76180aed,-11
259,5788a55ba78e3f2dce4126ff,0
260,58d0c52c19bf8b6b34178db0,82
261,5268759b736046671957190c,75
262,55f7c64b3a698c4749f3bccf,12
263,566a47bfe9fa8a31b3ef5141,68
264,54d83b6b6b8a771e478558de,92
265,53f6b7c81c105e2dfac91041,-7
266,58ba636a69ad29505a730852,54
267,5963882dd9b42511248ca27d,-6
268,5788dc8d88eb7a2e8a04b1b2,33
269,5ad4325e9bda4e08bf7fd188,36
270,5d173ba2dbf7606ee45e0b19,65
271,5b235f8ad1c3603c027fdcda,-3
272,583e3e7a5022c71b82d1b18c,28
273,5817f156d8ef7848c3b400cc,91
274,593aa1956a74d26d7914a7e4,-9
275,59a8267535e73b1fe45b702e,-16
276,5832a8766945cb1c96d3e2d8,34
277,58314fcb7284901b7ca0d358,0
278,57ac6144abd6d018985e34a7,-15
279,5ad6ddb822fad74c8ed3fa3a,-12
280,5ae2fae49d5e9703cfd6b63c,36
281,59e6e21337f9f80861ee895f,84
282,5ba8dffeb2f5b12221c73576,90
283,58de1f5eef07c15511148726,25
284,5a6166cbedd44230ea9c60dc,-14
285,5b96067f42ebca48f6c041e8,24
286,578793716b944637fa356bb4,0
287,578e02bec0e9340e993d13f4,-14
288,5a1a2758f3c1176a45e41544,9
289,576518fcf093bd5e79c5e351,75
290,5a5a074d87c25b39c7a80ef1,86
291,5646025ecb3a45127928c032,-10
292,54f804901c36ca266909d090,-11
293,5b5a8a32f114fc2a4ca301d3,49
294,57ff8bcd0712e0312f81ed73,0
295,5ae417f567d25c041f6dd934,30
296,5837b0dc751d4d1b6e319c73,-18
297,58c4f51a77361650efb028df,-12
298,58160e10f870301b4bff64fc,-12
299,56d6cf588bd26e03ee663123,82
300,5825d0a72cf1425389672c35,-14
301,5d55015e3cc46d5c40a15c19,53
302,5d7c4cc361090057c2bc7331,8
303,5902b4eab3e322098d3b41eb,88
304,59afe1e030e1f33208fb2ca0,-16
305,5819eb90d3d4474ddf97b23e,0
306,59cc8ef5776ab943e535b888,-15
307,5810b1db3deb94160f5cd4a3,0
308,58380161e18c0f0c70dd6907,-14
309,59644507366c0629be364972,-12
310,59cef71c21064f20067f4313,53
311,57adc71ab0960b039817e137,-12
312,5a17b55d1f4d8c4f0b44b0ce,34
313,563a19d1f75382101530dc15,-14
314,5972058b439a9828e425dd78,0
315,587f55e57f83404d58fe59fb,-12
316,587b795b0366d00c898ea210,31
317,58e5a2822d91301f0b3a6bd9,88
318,5c17357134f7db2450b03d51,80
319,53e4bb20ff4d6d1b68bdb6d1,60
320,5528e31e43a8db0c29241cd1,-10
321,5641e263906c9c12737e6725,38
322,56dd52e8e0a234169b46c4ca,-12
323,530306fe34067e3f15c41d87,10
324,5e50d52818034a6835aeed37,72
325,5b5576f84543f458aee346fb,47
326,585a8e9a7b78704cd251a232,0
327,5878edca3497136a61732df9,-14
328,585f9ac5d7d14e4d51c16d4e,23
329,543cf22998dc200761d621b2,67
330,5ae6dab8b125ab6825502d06,59
331,5911220e84aaef7ce5d732ef,65
332,587b63ed3cca004cbd02d7d3,85
333,5e673ce450536b05cca259f2,72
334,59e70d8ceea5c546fa152f42,-14
335,56db028b3a9cb801c374b3c6,0
336,57e00221b8115e1061a6f6d0,-14
337,5a5f153e430b71500d87877c,87
338,58f0a6738a60c363c1281d72,72
339,540ec1f21d2d431f2d4b5cb6,94
340,54236fbbf6d29616559514c9,71
341,59538508e81e8a67610d9c8b,80
342,5ad02d61ccf0c866db06b8c9,-13
343,5a69c113da6ce6220cd14e05,0
344,5435ef5d01c0c057210e6b32,53
345,5950dd272eac1127e00c4883,85
346,59e968275d6f342463a6157b,81
347,56d954c8d30d44338d07e50a,69
348,58eb0bacd36f081046b7149c,-14
349,582173d6797f2308a87626e7,-13
350,5ac0310597223354603de223,-10
351,5576bb43de4a8c24953ae98f,-10
352,58be241991fd205b2462acc3,84
353,53c62f6b46188e177eb57b6d,72
354,59410b5a7c64942ee36dad7a,-14
355,578e0488ba8cd20e9b1b4a3b,0
356,589ae185ad330a4feb2b6dd5,-14
357,593f5bc925c4f57281c63593,83
358,547bdd648edcfa5656cac810,12
359,58f6f47891a95f10f0c54b8c,-14
360,561921dd9342a274cb448c07,53
361,5879cca64f3f2e4e79ae70ae,85
362,585a1ec0b357934ca66b1457,58
363,59b29ff23eb22a1355606548,-15
364,545c2b1790c776172b72d5ab,-15
365,5aa78a0c75599a5bd049d682,17
366,5ae00dbf67d25c69bcf0251c,14
367,5e5363458cd99e4035bcd1c8,86
368,56fba259138ef73c2a749a56,9
369,5177b0b63feb620dd802a197,1
370,5d5256c527752b19063d8c53,-7
371,5d4a717070327a03c1e7644e,21
372,5952a218e81e8a4c30b5bbbc,-15
373,5ae7cee3a71fbf0725de5d43,60
374,570e15d2a18a3f5bc5285b9d,43
375,56c6a33fabb774437118cd63,-3
376,5ae29b4e1baafe7c0109c5ae,40
377,58c35950e2de036da9e2b570,65
378,5abb2cf26be8733b5bf6844f,48
379,58259c456ebae74739ecfdc8,-6
380,5ae93337d204cc177313f242,52
381,5d46d6fd4c78550b43ab8351,-14
382,5eba4507ad610e0589cab8c3,40
383,565c293d99558d1ed8ae7fb2,56
384,583512a3b63b3b249b0acc46,88
385,55d18ce6183a5d103f970011,67
386,547d7e413b64451274068583,55
387,5440e3d7f8abc82cbd97b19c,93
388,546d44001280fa3ce1bf80fa,30
389,566a25e33a698c1f131fd872,30
390,5a5c78ee9d0a7b724c6535fa,87
391,5b8e776e2eb51f7a5900a88a,-14
392,5d47dd864f7ba75f53d67c7c,86
393,58fde9517c09181253b0ef86,-16
394,58c921126c30436b692b1ead,33
395,58c910072be00b51c601ccee,35
396,5adef3559d5e9767b3177472,-6
397,59c7610621064f2f6c8c9fe7,-14
398,5d410bd1fe55c814ade29a1c,-14
399,580f06685250a20783d33e56,82
400,548142ac653d51041ac1174f,47
401,5ae56280ddf45b183333ac45,73
402,5938c5a58e5b2e6601f01c6f,78
403,5abf36d540626a753e8fc18a,0
404,590f2995f3d19c2cba264414,0
405,5901f6c2a8e3eb2aca4b5559,46
406,59aebfa350df6107c1eff8c8,77
407,5b4028d56385741bff3b9163,47
408,5de0981739adf2a3406bed18,-13
409,54db03867851097093c0efe7,-13
410,5aab3c8ea6bf7a704caec65c,-14
411,593fcbd5ff3e807d6a8485ff,-7
412,55dc300452a04b658ad68139,49
413,58db84154f0c6b53626b73ac,53
414,5836e38728f25753fe6af6a8,-15
415,58a6f92596f1bb57c40b0d56,2
416,5700e7eac1bed1088d6cd40a,16
417,5b0b907d59206904541886cf,-14
418,5864767762a1e84ca30df7c9,87
419,58b7d6dd3c18975a18817d64,-12
420,594ba69f2eac11550ec111a1,35
421,575cfe470551415caa5505b5,76
422,5aca1225e053885132dc837a,-9
423,5d462e58f320403871a78593,-15
424,58aec90823ef726994a323fe,-17
425,57b58a411f608c02bd6976a4,-12
426,5e548120207f9d0685eec2ea,46
427,5d5f4780bd01a83fca39e0db,94
428,5684eae9daaaee26a0fdadba,67
429,5d40ffe372b0c94d00f6c1f0,-4
430,5a9e3a01ccf0c80c2d372870,-6
431,556425de56aea60ea1d17778,40
432,5808e2beff6c57435af7df2d,2
433,583658e928f25754106ae102,86
434,556d68d19fb8ca1a0c4d82ee,88
435,5b29ff427752c84390ed6ecf,85
436,584426309b0f754de95d6b50,78
437,51aff6a38e221e2cafcdc0cb,0
438,5d3d857c0ff7f937558c4dd1,4
439,5d45349676befe65691dcfbb,-9
440,5d57d3a9cf65030dc331b0b2,86
441,5d44f6c68388973d77042d83,87
442,5695ee973fa51e32deafd9c9,56
443,5b6ec2f2838d931d2fbf7a28,82
444,553c93bcd57a0156022b1598,-11
445,5ba0fe4673d934503a6cb6ad,0
446,5dcb9bb2997e90092d624499,-14
447,5b17df3f012875082bc82048,50
448,559f4066577ce11970f7f7fa,40
449,5d4e91681d9a8e1fcc2fefba,80
450,5d46751876befe56001de246,-16
451,57d67d2bb1adb8102d39f90f,0
452,56a6d6f9cc46da0df30dd801,-9
453,5b8a0074f2858d1c8a032c5a,-14
454,57b1288be4830507cc9f586a,-10
455,5a2bc05fddda8c49398c52fe,0
456,57878a7316b28907b9b50131,73
457,5440df5815133758cf40f1e3,86
458,582b156ff6872e749e4d1ad4,-12
459,5684ca0f73c0e02989b91cad,91
460,59a54d5eae228e4f11e9c5e0,-9
461,579f12b73087c40f57abcd3d,-9
462,57a09a5649c29a34cf282715,81
463,55c89dc93a698c6010edccc4,90
464,589e67aa3205e17175ced38e,94
465,5d3be81670327a1a4ffce08e,22
466,56d572b08ec6660796b65705,12
467,56efff5017777d430c47b78e,-9
468,57a1ac972b6fb2282425b585,-14
469,56ebb573e652e91f9ca6a674,-15
470,586e70187e94384d6fc17f14,0
471,5a20c64d8cf0ed4d57d60471,-10
472,59f5481068788b25d0a84068,-10
473,5dde67d7801ecf6d4c385348,-10
474,58d4832721ad9176d0d3d00f,73
475,565c1b173a698c769e2be15d,68
476,5b21e84a43b3b67a3089b10d,53
477,564b2fb5c126a0127af8441e,0
478,58d765d6da2852536d7a3fa9,-12
479,57d64f7bcafd22102c3a5fc2,97
480,575a9d8d6813ab5ceeb09521,89
481,5d43cda683889748193da7c0,-16
482,5d5a1171560eca427bf10acb,-10
483,5b99f68520019041167b0b74,0
484,5489a2fe546ead1ec9215829,77
485,56cd7070df108f481ff3e00e,0
486,5de7a6aa4c9c821f67c14ac3,32
487,5d5b651b283abc16408fff54,16
488,58fcdd56cdb8e24565cc017e,40
489,55f982b029624842ab599cc3,15
490,56961502ca1588618ca6d5fe,97
491,5e8544bfd69a0ea72d39bc31,11
492,583998c51591454a04a79709,-16
493,5b125148c2586910aba903d6,-16
494,5a031e9c9aee09542077d074,86
495,5857e83a1e95514d46b046dd,74
496,59b0dcac50df61071d239b12,-14
497,5b8d343e133368366f2dff48,-18
498,57ee6909567a8d101913df98,-9
499,58d3828699637874f89eb45a,48
500,5819d0d196f2cc7dffad41ec,5
501,5b6935c0a1fdaa1dba5a4cd4,53
502,5b164e4c7e43f2326c3e3931,84
503,5b4d6eb88a5b7b24519e69ad,84
504,545dab9f5f313f1e28cb1a2f,-17
505,5700e2be27992f63cdca2dca,38
506,547465748edcfa6ceab14f70,-10
507,59a6cc4b21064f78b1bef62f,0
508,5466fad41280fa5ca27ba85d,-16
509,56effd3864d54a58a619bdb1,62
510,5466e6343dabbe66ab062be8,73
511,5514d13ce87fd21cf12f9d0b,-14
512,55419b79439bb51755098f63,0
513,584ae0173961b64ca9b426b1,73
514,580f361ff6978b4fdba4b112,7
515,5b8e19ad9058ed22fdc30621,6
516,5af54e838699ce1143d1f876,96
517,5d42991670327a71301ec76e,0
518,53e98c6446188e1d4d3a38bd,10
519,58501ab6ff3da74c89f8927f,0
520,58c2318d3f49634886892d7c,0
521,597eda458696be7dab480a44,-9
522,5dc69ae4c4e6e61846dfc2b4,-13
523,5ad16178db5f1f07107a5401,-14
524,557ac6650a43e41ba218240a,82
525,58748c070e230b22a1ab5bc2,-16
526,5ad1f14d40626a47903fe9df,-10
527,583edf165022c71b82d1d6c7,0
528,59b38b9d0ec30f3dcde27914,-14
529,54d30f53dc8ce133f79b434d,6
530,58285d7f168b5430c5090ab8,90
531,5948c9761f2f0f2efb675fa4,-14
532,5eb8cf5429e78638f27379f5,44
533,544e3da38edcfa4c456f6181,-10
534,56c30460d7e2821146329f82,39
535,5858d328e18c0f7603a08e1f,40
536,585a45a3ef562825c60e0c71,74
537,57108cd6a995b507211ef8fb,74
538,5aec1dd2c96bb815b802df67,0
539,57f7b4a3bc506d1e56530cdd,34
540,55d480c092e9ba1242bd816a,0
541,55e51e53c9f8235d17759948,87
542,5b6bb6d7790f1a0d8a416c03,70
543,5938e6a17fe241506f93503b,6
544,596636724b913a6954556581,-14
545,58aea6fe15241651ee65307b,67
546,5d3c419de4b65d4fb81e7286,69
547,5cd6743c8da3ad22253d937f,-14
548,589eb1c33205e17175cee2ee,4
549,5864730562a1e84ca10df658,-10
550,5b08f027c2586968afffb44f,36
551,56cc2ea09879a4136344cf49,-14
552,590eda48f3d19c203c2648e4,87
553,5a3ccf7f028bbd773f938596,85
554,5a0d2c3e68788b4400878642,85
555,5b420ce3d9b2a4418b74ae31,-12
556,5b7ecbfa7956ef54b750df16,87
557,5e6910549145adc9f7972fac,61
558,5a54add17dee4a20b31ef567,86
559,5853765779b45e0b58ad30f4,23
560,586fbd8b8c30e82bdcce557d,0
561,5acecb61417cee2b9d27f88a,0
562,53df1a1046188e7ac043c6da,27
563,582bd2fde18c0f0a402ba101,86
564,5accadccc98949438a3729a2,30
565,58cbc85cad83385080a3cf94,-10
566,595df09dd44a9b53910f4e2b,71
567,58cf7224712870506c44edd9,25
568,5a4df4937ce75c31079ba413,87
569,576b9101ac55bd7f2108992b,85
570,54a2cd4940b3782666e8a5bf,78
571,58539804afa5ec4cae2cdce8,-14
572,59bcfadb776ab96ae984be82,64
573,5787268541b5257c73d0132f,12
574,5b0a6169012875789c76ebba,0
575,590d6c356815062709f1b06c,-16
576,5950d54a4b913a1174a7ae6d,74
577,5d4cf83dc8bc520142c8534f,77
578,5ba9af0fef66004cac1013f7,89
579,58cf8bc8375c92523736b540,55
580,5a4b4ab27dee4a057cca7429,84
581,5810c45baf5d3c19670b3f9a,-14
582,5accdb3c1baafe6febd26cf3,64
583,570cfe55a18a3f4630d18c02,-16
584,58c14b3e98d70751f799bc3f,-15
585,5a0fe8770a332a615df86c5e,0
586,595f3d28ce4e69232af53c32,39
587,58ad365fb3bd6d507b06db0f,88
588,58475ecf5eee8869e4ad9a07,57
589,5af25671e139d756e4f0afbe,90
590,5aad329608a224392d805720,-15
591,5853b96be788110ac30168b9,-14
592,566a3ef17233ff2686443082,-14
593,5ae0213bb722cf61f1aa3624,28
594,582ff94e0d44631042fe7c41,-14
595,5bbf00e6c5fdec1c0e0d401d,47
596,55dc6b85f51bf838d3e3dcc2,84
597,5a40bd3812fa1c2c21498ea7,-14
598,58d9f311fe9cae52ce0213ec,22
599,58a3f270e269ee522580e6bb,-16
600,587dcb1b6fa68c4caba87529,-12
601,5d3bc9f8e13a7e654424a4cb,28
602,59c25e6a30e1f368ea189232,60
603,57383b023a698c3a936ce406,86
604,5873347af1f65d4d61b69b1a,4
605,58778fdcdfa6bc28858f3422,-16
606,5b8deaae2eb51f6d30ff9a3d,-16
607,5b66b2f303523d3caa84aed5,88
608,57a155a4b63950286426744f,84
609,54922e98223ebf6980220266,84
610,586c683cc87b4c4f84b6b4de,0
611,5528e6afecb5250bffe81ef7,67
612,583bdad32f5e5304a69d5bd3,0
613,5b41be818e210d22facca0bd,0
614,5885a7e767f7c84d7657d220,77
615,585cc05eaf0e9d52046c895d,-10
616,555bf637b0213719da7229df,79
617,5bdc1408c23b3222e81f3936,17
618,5b80fee2008a3e2f6ec81563,73
619,551506dc18b2791039a7286d,82
620,592968ba63950d682ca4b195,0
621,56cd50871e15ff78c21de8a9,3
622,583da4b58108913e6c79a32e,22
623,5e4bb29957cc9b46d2e498f7,30
624,5b47ffa01e5bc91f3eea4f1f,-4
625,5aea8f2ccac3c5238de1a99c,64
626,5eb51ed929e7865dc268a561,12
627,5dc40e313710b91b0f04fcc5,0
628,5d3da852e4b65d3e801e9b5d,-10
629,5a698cef028bbd27227d3d12,0
630,584a7a381591451e4e3af3df,62
631,580c7d0a8b67fa197454a2d1,0
632,596b4085d4cc34162e778769,85
633,5d8b2f16ddac8e198fc7c8b7,-16
634,5df71a34092d7302140be245,-11
635,5710ac98b2d43a5925da8dd8,57
636,5eb6598ec43e5c5ab9fd5a78,3
637,5e4f6a3a29e786346774bcce,0
638,5eb50ff17041111c43033565,-14
639,5e4a06cb57cc9b1700e826b3,70
640,5e54a05c207f9d3e6cee7040,74
641,5dd790db4cc6678b7441ba5d,-10
642,5e61e5580705ac039c94c08f,93
643,56498ab42a6bdb4474afa47b,74
644,5d4e6ca57edfad27a90a6726,28
645,5d50fb2b1d9a8e23e3334c81,70
646,5e9a629b29e786250230ba90,32
647,5b0cd8577e43f257d4a05469,36
648,5e693079c6a6e679c0bf4613,87
649,5d56b32c40defd78043d5af9,-18
650,5eb5076129e786048168034d,20
651,5a792e56a71fbf471cf1fc99,85
652,52838e612dcc6469fa2d7104,84
653,5e183869e344ec006fdaa805,85
654,5ac82ff62c49567ffa616535,87
655,58ff26fc42fc6a113afae083,85
656,5d9f24a451a4ed72d95bac9c,88
657,5d3e6e0ce13a7e7ae9f35f74,-12
658,5b348167af6b3122dba38825,-15
659,577f79f928d95d5777eac030,-16
660,55dc2bf3b92a5941ebd4ecf2,78
661,55ed4e573a698c3a9daa8b2b,32
662,58a3db5e05b2f9716d029e30,-10
663,5a9e4f25e05388149703d9c8,-13
664,56cd27b048e91e13aa3986e4,25
665,56ab21890d8dad10e044b9ec,80
666,566e97ca39cce4269637a261,-15
667,58da49c92c3a8f52a755d4a0,0
668,5eba4bab58ed6ba265685ba1,20
669,5e8ad4c829e7860d8e20b40c,-18
670,5e50e6b968f8f90ec04531bf,51
671,593402ae25c4f54ed4e0abdf,92
672,568b82677f5cdb26abff2f9a,0
673,583141fbfef4094e51453d9b,-16
674,57187da6f24dd9593ccc886a,90
675,5844fc74f521924c9b5148f3,10
